notification_date,lga_name19,confirmed_cases_count
2021-12-25,Liverpool (C),204
2021-12-25,Liverpool Plains (A),1
2021-12-25,Maitland (C),42
2021-12-25,Mid-Coast (A),12
2021-12-25,Mid-Western Regional (A),5
2021-12-25,Moree Plains (A),8
2021-12-25,Mosman (A),21
2021-12-25,Murrumbidgee (A),1
2021-12-25,Muswellbrook (A),3
2021-12-25,Nambucca (A),7
2021-12-25,Narrabri (A),11
2021-12-25,Newcastle (C),125
2021-12-25,North Sydney (A),75
2021-12-25,Northern Beaches (A),240
2021-12-25,Oberon (A),1
2021-12-25,Orange (C),9
2021-12-25,Parkes (A),2
2021-12-25,Parramatta (C),147
2021-12-25,Penrith (C),200
2021-12-25,Port Macquarie-Hastings (A),35
2021-12-25,Port Stephens (A),28
2021-12-25,Queanbeyan-Palerang Regional (A),6
2021-12-25,Randwick (C),206
2021-12-25,Richmond Valley (A),5
2021-12-25,Ryde (C),121
2021-12-25,Shellharbour (C),18
2021-12-25,Shoalhaven (C),13
2021-12-25,Singleton (A),5
2021-12-25,Snowy Monaro Regional (A),3
2021-12-25,Strathfield (A),62
2021-12-25,Sutherland Shire (A),228
2021-12-25,Sydney (C),622
2021-12-25,Tamworth Regional (A),35
2021-12-25,Temora (A),1
2021-12-25,The Hills Shire (A),134
2021-12-25,Tweed (A),11
2021-12-25,Upper Hunter Shire (A),16
2021-12-25,Upper Lachlan Shire (A),2
2021-12-25,Uralla (A),1
2021-12-25,Wagga Wagga (C),16
2021-12-25,Walcha (A),4
2021-12-25,Walgett (A),3
2021-12-25,Warren (A),3
2021-12-25,Warrumbungle Shire (A),4
2021-12-25,Waverley (A),169
2021-12-25,Weddin (A),1
2021-12-25,Wentworth (A),1
2021-12-25,Willoughby (C),56
2021-12-25,Wingecarribee (A),8
2021-12-25,Wollondilly (A),34
2021-12-25,Wollongong (C),78
2021-12-25,Woollahra (A),103
2021-12-25,Yass Valley (A),1
2021-12-26,Albury (C),4
2021-12-26,Armidale Regional (A),10
2021-12-26,Ballina (A),18
2021-12-26,Balranald (A),1
2021-12-26,Bathurst Regional (A),8
2021-12-26,Bayside (A),186
2021-12-26,Bega Valley (A),4
2021-12-26,Bellingen (A),7
2021-12-26,Blacktown (C),254
2021-12-26,Bland (A),1
2021-12-26,Blue Mountains (C),33
2021-12-26,Bogan (A),3
2021-12-26,Broken Hill (C),3
2021-12-26,Burwood (A),38
2021-12-26,Byron (A),74
2021-12-26,Cabonne (A),1
2021-12-26,Camden (A),100
2021-12-26,Campbelltown (C) (NSW),107
2021-12-26,Canada Bay (A),120
2021-12-26,Canterbury-Bankstown (A),379
2021-12-26,Central Coast (C) (NSW),193
2021-12-26,Cessnock (C),44
2021-12-26,Clarence Valley (A),19
2021-12-26,Cobar (A),1
2021-12-26,Coffs Harbour (C),34
2021-12-26,Coolamon (A),1
2021-12-26,Coonamble (A),3
2021-12-26,Cootamundra-Gundagai Regional (A),1
2021-12-26,Cumberland (A),296
2021-12-26,Dubbo Regional (A),46
2021-12-26,Dungog (A),1
2021-12-26,Fairfield (C),200
2021-12-26,Forbes (A),3
2021-12-26,Georges River (A),164
2021-12-26,Goulburn Mulwaree (A),10
2021-12-26,Greater Hume Shire (A),2
2021-12-26,Griffith (C),5
2021-12-26,Gunnedah (A),2
2021-12-26,Gwydir (A),3
2021-12-26,Hawkesbury (C),26
2021-12-26,Hay (A),1
2021-12-26,Hilltops (A),2
2021-12-26,Hornsby (A),58
2021-12-26,Hunters Hill (A),31
2021-12-26,Inner West (A),185
2021-12-26,Inverell (A),1
2021-12-26,Kempsey (A),9
2021-12-26,Kiama (A),16
2021-12-26,Ku-ring-gai (A),107
2021-12-26,Lake Macquarie (C),140
2021-12-26,Lane Cove (A),64
2021-12-26,Lismore (C),15
2021-12-26,Lithgow (C),1
2021-12-26,Liverpool (C),202
2021-12-26,Liverpool Plains (A),2
2021-12-26,Lockhart (A),1
2021-12-26,Maitland (C),48
2021-12-26,Mid-Coast (A),14
2021-12-26,Moree Plains (A),25
2021-12-26,Mosman (A),23
2021-12-26,Murray River (A),1
2021-12-26,Muswellbrook (A),22
2021-12-26,Nambucca (A),5
2021-12-26,Narrabri (A),8
2021-12-26,Narromine (A),2
2021-12-26,Newcastle (C),92
2021-12-26,North Sydney (A),48
2021-12-26,Northern Beaches (A),164
2021-12-26,Orange (C),10
2021-12-26,Parkes (A),2
2021-12-26,Parramatta (C),163
2021-12-26,Penrith (C),180
2021-12-26,Port Macquarie-Hastings (A),41
2021-12-26,Port Stephens (A),21
2021-12-26,Queanbeyan-Palerang Regional (A),11
2021-12-26,Randwick (C),203
2021-12-26,Ryde (C),104
2021-12-26,Shellharbour (C),29
2021-12-26,Shoalhaven (C),6
2021-12-26,Singleton (A),9
2021-12-26,Snowy Monaro Regional (A),1
2021-12-26,Snowy Valleys (A),1
2021-12-26,Strathfield (A),58
2021-12-26,Sutherland Shire (A),186
2021-12-26,Sydney (C),519
2021-12-26,Tamworth Regional (A),20
2021-12-26,The Hills Shire (A),98
2021-12-26,Tweed (A),12
2021-12-26,Upper Hunter Shire (A),12
2021-12-26,Upper Lachlan Shire (A),3
2021-12-26,Wagga Wagga (C),20
2021-12-26,Walgett (A),2
2021-12-26,Warren (A),6
2021-12-26,Warrumbungle Shire (A),5
2021-12-26,Waverley (A),187
2021-12-26,Willoughby (C),35
2021-12-26,Wingecarribee (A),16
2021-12-26,Wollondilly (A),25
2021-12-26,Wollongong (C),73
2021-12-26,Woollahra (A),124
2021-12-26,Yass Valley (A),4
2021-12-27,Albury (C),10
2021-12-27,Armidale Regional (A),13
2021-12-27,Ballina (A),25
2021-12-27,Balranald (A),1
2021-12-27,Bathurst Regional (A),11
2021-12-27,Bayside (A),318
2021-12-27,Bega Valley (A),2
2021-12-27,Bellingen (A),6
2021-12-27,Berrigan (A),1
2021-12-27,Blacktown (C),348
2021-12-27,Blue Mountains (C),17
2021-12-27,Bogan (A),1
2021-12-27,Bourke (A),1
2021-12-27,Burwood (A),35
2021-12-27,Byron (A),40
2021-12-27,Cabonne (A),2
2021-12-27,Camden (A),114
2021-12-27,Campbelltown (C) (NSW),119
2021-12-27,Canada Bay (A),105
2021-12-27,Canterbury-Bankstown (A),582
2021-12-27,Central Coast (C) (NSW),193
2021-12-27,Cessnock (C),35
2021-12-27,Clarence Valley (A),8
2021-12-27,Cobar (A),3
2021-12-27,Coffs Harbour (C),25
2021-12-27,Correctional settings,4
2021-12-27,Cowra (A),1
2021-12-27,Cumberland (A),323
2021-12-27,Dubbo Regional (A),41
2021-12-27,Dungog (A),2
2021-12-27,Eurobodalla (A),5
2021-12-27,Fairfield (C),271
2021-12-27,Forbes (A),1
2021-12-27,Georges River (A),197
2021-12-27,Gilgandra (A),1
2021-12-27,Goulburn Mulwaree (A),12
2021-12-27,Greater Hume Shire (A),3
2021-12-27,Griffith (C),8
2021-12-27,Gunnedah (A),4
2021-12-27,Gwydir (A),1
2021-12-27,Hawkesbury (C),24
2021-12-27,Hilltops (A),1
2021-12-27,Hornsby (A),71
2021-12-27,Hotel Quarantine,1
2021-12-27,Hunters Hill (A),35
2021-12-27,Inner West (A),200
2021-12-27,Inverell (A),2
2021-12-27,Junee (A),2
2021-12-27,Kempsey (A),16
2021-12-27,Kiama (A),10
2021-12-27,Ku-ring-gai (A),89
2021-12-27,Kyogle (A),1
2021-12-27,Lake Macquarie (C),129
2021-12-27,Lane Cove (A),61
2021-12-27,Lismore (C),16
2021-12-27,Lithgow (C),1
2021-12-27,Liverpool (C),199
2021-12-27,Liverpool Plains (A),3
2021-12-27,Maitland (C),72
2021-12-27,Mid-Coast (A),36
2021-12-27,Mid-Western Regional (A),7
2021-12-27,Moree Plains (A),11
2021-12-27,Mosman (A),31
2021-12-27,Muswellbrook (A),8
2021-12-27,Nambucca (A),6
2021-12-27,Narrabri (A),3
2021-12-27,Newcastle (C),93
2021-12-27,North Sydney (A),47
2021-12-27,Northern Beaches (A),212
2021-12-27,Oberon (A),1
2021-12-27,Orange (C),29
2021-12-27,Parkes (A),2
2021-12-27,Parramatta (C),204
2021-12-27,Penrith (C),195
2021-12-27,Port Macquarie-Hastings (A),43
2021-12-27,Port Stephens (A),27
2021-12-27,Queanbeyan-Palerang Regional (A),22
2021-12-27,Randwick (C),186
2021-12-27,Richmond Valley (A),2
2021-12-27,Ryde (C),101
2021-12-27,Shellharbour (C),30
2021-12-27,Shoalhaven (C),26
2021-12-27,Singleton (A),24
2021-12-27,Snowy Monaro Regional (A),3
2021-12-27,Snowy Valleys (A),2
2021-12-27,Strathfield (A),65
2021-12-27,Sutherland Shire (A),268
2021-12-27,Sydney (C),485
2021-12-27,Tamworth Regional (A),25
2021-12-27,The Hills Shire (A),179
2021-12-27,Tweed (A),28
2021-12-27,Upper Hunter Shire (A),10
2021-12-27,Upper Lachlan Shire (A),1
2021-12-27,Uralla (A),1
2021-12-27,Wagga Wagga (C),15
2021-12-27,Walcha (A),1
2021-12-27,Warren (A),1
2021-12-27,Waverley (A),194
2021-12-27,Willoughby (C),51
2021-12-27,Wingecarribee (A),21
2021-12-27,Wollondilly (A),14
2021-12-27,Wollongong (C),147
2021-12-27,Woollahra (A),86
2021-12-27,Yass Valley (A),2
2021-12-28,Albury (C),18
2021-12-28,Armidale Regional (A),7
2021-12-28,Ballina (A),27
2021-12-28,Balranald (A),1
2021-12-28,Bathurst Regional (A),4
2021-12-28,Bayside (A),403
2021-12-28,Bega Valley (A),3
2021-12-28,Bellingen (A),9
2021-12-28,Blacktown (C),627
2021-12-28,Bland (A),1
2021-12-28,Blayney (A),1
2021-12-28,Blue Mountains (C),52
2021-12-28,Bogan (A),2
2021-12-28,Bourke (A),2
2021-12-28,Broken Hill (C),4
2021-12-28,Burwood (A),47
2021-12-28,Byron (A),126
2021-12-28,Cabonne (A),1
2021-12-28,Camden (A),172
2021-12-28,Campbelltown (C) (NSW),151
2021-12-28,Canada Bay (A),248
2021-12-28,Canterbury-Bankstown (A),873
2021-12-28,Central Coast (C) (NSW),259
2021-12-28,Cessnock (C),57
2021-12-28,Clarence Valley (A),15
2021-12-28,Cobar (A),1
2021-12-28,Coffs Harbour (C),47
2021-12-28,Coonamble (A),1
2021-12-28,Cootamundra-Gundagai Regional (A),4
2021-12-28,Correctional settings,3
2021-12-28,Cowra (A),2
2021-12-28,Cumberland (A),504
2021-12-28,Dubbo Regional (A),7
2021-12-28,Dungog (A),3
2021-12-28,Eurobodalla (A),6
2021-12-28,Fairfield (C),532
2021-12-28,Forbes (A),2
2021-12-28,Georges River (A),384
2021-12-28,Gilgandra (A),1
2021-12-28,Glen Innes Severn (A),1
2021-12-28,Goulburn Mulwaree (A),17
2021-12-28,Greater Hume Shire (A),7
2021-12-28,Griffith (C),4
2021-12-28,Gunnedah (A),9
2021-12-28,Gwydir (A),1
2021-12-28,Hawkesbury (C),53
2021-12-28,Hilltops (A),3
2021-12-28,Hornsby (A),100
2021-12-28,Hunters Hill (A),57
2021-12-28,Inner West (A),366
2021-12-28,Inverell (A),2
2021-12-28,Junee (A),1
2021-12-28,Kempsey (A),10
2021-12-28,Kiama (A),12
2021-12-28,Ku-ring-gai (A),162
2021-12-28,Kyogle (A),4
2021-12-28,Lachlan (A),2
2021-12-28,Lake Macquarie (C),216
2021-12-28,Lane Cove (A),129
2021-12-28,Leeton (A),1
2021-12-28,Lismore (C),22
2021-12-28,Lithgow (C),4
2021-12-28,Liverpool (C),468
2021-12-28,Liverpool Plains (A),1
2021-12-28,Maitland (C),100
2021-12-28,Mid-Coast (A),10
2021-12-28,Mid-Western Regional (A),11
2021-12-28,Moree Plains (A),4
2021-12-28,Mosman (A),70
2021-12-28,Murrumbidgee (A),4
2021-12-28,Muswellbrook (A),12
2021-12-28,Nambucca (A),6
2021-12-28,Narrabri (A),14
2021-12-28,Narromine (A),1
2021-12-28,Newcastle (C),156
2021-12-28,North Sydney (A),108
2021-12-28,Northern Beaches (A),292
2021-12-28,Oberon (A),3
2021-12-28,Orange (C),21
2021-12-28,Parkes (A),3
2021-12-28,Parramatta (C),322
2021-12-28,Penrith (C),299
2021-12-28,Port Macquarie-Hastings (A),34
2021-12-28,Port Stephens (A),43
2021-12-28,Queanbeyan-Palerang Regional (A),16
2021-12-28,Randwick (C),291
2021-12-28,Richmond Valley (A),4
2021-12-28,Ryde (C),221
2021-12-28,Shellharbour (C),34
2021-12-28,Shoalhaven (C),27
2021-12-28,Singleton (A),32
2021-12-28,Snowy Monaro Regional (A),2
2021-12-28,Snowy Valleys (A),2
2021-12-28,Strathfield (A),149
2021-12-28,Sutherland Shire (A),335
2021-12-28,Sydney (C),630
2021-12-28,Tamworth Regional (A),48
2021-12-28,Temora (A),3
2021-12-28,The Hills Shire (A),280
2021-12-28,Tweed (A),62
2021-12-28,Upper Hunter Shire (A),8
2021-12-28,Upper Lachlan Shire (A),1
2021-12-28,Uralla (A),1
2021-12-28,Wagga Wagga (C),30
2021-12-28,Walgett (A),1
2021-12-28,Warrumbungle Shire (A),1
2021-12-28,Waverley (A),167
2021-12-28,Wentworth (A),1
2021-12-28,Willoughby (C),103
2021-12-28,Wingecarribee (A),34
2021-12-28,Wollondilly (A),22
2021-12-28,Wollongong (C),161
2021-12-28,Woollahra (A),103
2021-12-28,Yass Valley (A),6
2021-12-29,Albury (C),22
2021-12-29,Armidale Regional (A),5
2021-12-29,Ballina (A),31
2021-12-29,Bathurst Regional (A),27
2021-12-29,Bayside (A),624
2021-12-29,Bega Valley (A),3
2021-12-29,Bellingen (A),8
2021-12-29,Blacktown (C),797
2021-12-29,Blayney (A),2
2021-12-29,Blue Mountains (C),86
2021-12-29,Bourke (A),1
2021-12-29,Brewarrina (A),4
2021-12-29,Broken Hill (C),4
2021-12-29,Burwood (A),68
2021-12-29,Byron (A),113
2021-12-29,Cabonne (A),6
2021-12-29,Camden (A),365
2021-12-29,Campbelltown (C) (NSW),462
2021-12-29,Canada Bay (A),283
2021-12-29,Canterbury-Bankstown (A),1275
2021-12-29,Central Coast (C) (NSW),426
2021-12-29,Central Darling (A),2
2021-12-29,Cessnock (C),61
2021-12-29,Clarence Valley (A),9
2021-12-29,Coffs Harbour (C),33
2021-12-29,Coolamon (A),3
2021-12-29,Coonamble (A),1
2021-12-29,Cootamundra-Gundagai Regional (A),3
2021-12-29,Correctional settings,4
2021-12-29,Cumberland (A),604
2021-12-29,Dubbo Regional (A),18
2021-12-29,Dungog (A),6
2021-12-29,Edward River (A),1
2021-12-29,Eurobodalla (A),4
2021-12-29,Fairfield (C),615
2021-12-29,Federation (A),1
2021-12-29,Forbes (A),1
2021-12-29,Georges River (A),546
2021-12-29,Glen Innes Severn (A),1
2021-12-29,Goulburn Mulwaree (A),20
2021-12-29,Greater Hume Shire (A),2
2021-12-29,Griffith (C),17
2021-12-29,Gunnedah (A),3
2021-12-29,Gwydir (A),2
2021-12-29,Hawkesbury (C),76
2021-12-29,Hilltops (A),5
2021-12-29,Hornsby (A),241
2021-12-29,Hunters Hill (A),61
2021-12-29,Inner West (A),523
2021-12-29,Inverell (A),3
2021-12-29,Junee (A),2
2021-12-29,Kempsey (A),25
2021-12-29,Kiama (A),24
2021-12-29,Ku-ring-gai (A),210
2021-12-29,Kyogle (A),3
2021-12-29,Lake Macquarie (C),335
2021-12-29,Lane Cove (A),115
2021-12-29,Lismore (C),9
2021-12-29,Lithgow (C),4
2021-12-29,Liverpool (C),675
2021-12-29,Liverpool Plains (A),4
2021-12-29,Lockhart (A),2
2021-12-29,Maitland (C),174
2021-12-29,Mid-Coast (A),53
2021-12-29,Mid-Western Regional (A),5
2021-12-29,Moree Plains (A),13
2021-12-29,Mosman (A),74
2021-12-29,Murray River (A),1
2021-12-29,Muswellbrook (A),23
2021-12-29,Nambucca (A),6
2021-12-29,Narrabri (A),16
2021-12-29,Narrandera (A),1
2021-12-29,Narromine (A),5
2021-12-29,Newcastle (C),392
2021-12-29,North Sydney (A),92
2021-12-29,Northern Beaches (A),469
2021-12-29,Oberon (A),5
2021-12-29,Orange (C),40
2021-12-29,Parkes (A),3
2021-12-29,Parramatta (C),366
2021-12-29,Penrith (C),506
2021-12-29,Port Macquarie-Hastings (A),40
2021-12-29,Port Stephens (A),89
2021-12-29,Queanbeyan-Palerang Regional (A),73
2021-12-29,Randwick (C),557
2021-12-29,Richmond Valley (A),2
2021-12-29,Ryde (C),235
2021-12-29,Shellharbour (C),48
2021-12-29,Shoalhaven (C),28
2021-12-29,Singleton (A),42
2021-12-29,Snowy Monaro Regional (A),8
2021-12-29,Snowy Valleys (A),5
2021-12-29,Strathfield (A),181
2021-12-29,Sutherland Shire (A),1055
2021-12-29,Sydney (C),792
2021-12-29,Tamworth Regional (A),36
2021-12-29,Temora (A),1
2021-12-29,Tenterfield (A),1
2021-12-29,The Hills Shire (A),600
2021-12-29,Tweed (A),63
2021-12-29,Upper Hunter Shire (A),20
2021-12-29,Upper Lachlan Shire (A),2
2021-12-29,Wagga Wagga (C),27
2021-12-29,Walgett (A),1
2021-12-29,Warren (A),8
2021-12-29,Warrumbungle Shire (A),1
2021-12-29,Waverley (A),239
2021-12-29,Wentworth (A),2
2021-12-29,Willoughby (C),109
2021-12-29,Wingecarribee (A),29
2021-12-29,Wollondilly (A),62
2021-12-29,Wollongong (C),283
2021-12-29,Woollahra (A),174
2021-12-29,Yass Valley (A),20
2021-12-30,Albury (C),13
2021-12-30,Armidale Regional (A),19
2021-12-30,Ballina (A),24
2021-12-30,Bathurst Regional (A),7
2021-12-30,Bayside (A),934
2021-12-30,Bega Valley (A),10
2021-12-30,Bellingen (A),4
2021-12-30,Blacktown (C),1402
2021-12-30,Blayney (A),1
2021-12-30,Blue Mountains (C),89
2021-12-30,Bogan (A),1
2021-12-30,Brewarrina (A),2
2021-12-30,Broken Hill (C),4
2021-12-30,Burwood (A),122
2021-12-30,Byron (A),101
2021-12-30,Cabonne (A),7
2021-12-30,Camden (A),428
2021-12-30,Campbelltown (C) (NSW),926
2021-12-30,Canada Bay (A),387
2021-12-30,Canterbury-Bankstown (A),1446
2021-12-30,Carrathool (A),1
2021-12-30,Central Coast (C) (NSW),733
2021-12-30,Cessnock (C),150
2021-12-30,Clarence Valley (A),20
2021-12-30,Cobar (A),7
2021-12-30,Coffs Harbour (C),64
2021-12-30,Coolamon (A),1
2021-12-30,Coonamble (A),4
2021-12-30,Cootamundra-Gundagai Regional (A),10
2021-12-30,Correctional settings,4
2021-12-30,Cowra (A),3
2021-12-30,Cumberland (A),691
2021-12-30,Dubbo Regional (A),108
2021-12-30,Dungog (A),7
2021-12-30,Edward River (A),1
2021-12-30,Eurobodalla (A),6
2021-12-30,Fairfield (C),511
2021-12-30,Forbes (A),2
2021-12-30,Georges River (A),567
2021-12-30,Goulburn Mulwaree (A),19
2021-12-30,Greater Hume Shire (A),7
2021-12-30,Griffith (C),15
2021-12-30,Gunnedah (A),1
2021-12-30,Gwydir (A),1
2021-12-30,Hawkesbury (C),121
2021-12-30,Hilltops (A),5
2021-12-30,Hornsby (A),281
2021-12-30,Hunters Hill (A),65
2021-12-30,Inner West (A),518
2021-12-30,Inverell (A),5
2021-12-30,Junee (A),4
2021-12-30,Kempsey (A),17
2021-12-30,Kiama (A),38
2021-12-30,Ku-ring-gai (A),378
2021-12-30,Kyogle (A),3
2021-12-30,Lachlan (A),3
2021-12-30,Lake Macquarie (C),437
2021-12-30,Lane Cove (A),156
2021-12-30,Leeton (A),3
2021-12-30,Lismore (C),33
2021-12-30,Lithgow (C),5
2021-12-30,Liverpool (C),733
2021-12-30,Liverpool Plains (A),3
2021-12-30,Maitland (C),298
2021-12-30,Mid-Coast (A),119
2021-12-30,Mid-Western Regional (A),18
2021-12-30,Moree Plains (A),5
2021-12-30,Mosman (A),92
2021-12-30,Murrumbidgee (A),5
2021-12-30,Muswellbrook (A),15
2021-12-30,Nambucca (A),5
2021-12-30,Narrabri (A),11
2021-12-30,Narrandera (A),1
2021-12-30,Narromine (A),3
2021-12-30,Newcastle (C),669
2021-12-30,North Sydney (A),148
2021-12-30,Northern Beaches (A),841
2021-12-30,Oberon (A),4
2021-12-30,Orange (C),55
2021-12-30,Parkes (A),7
2021-12-30,Parramatta (C),559
2021-12-30,Penrith (C),635
2021-12-30,Port Macquarie-Hastings (A),73
2021-12-30,Port Stephens (A),172
2021-12-30,Queanbeyan-Palerang Regional (A),61
2021-12-30,Randwick (C),919
2021-12-30,Richmond Valley (A),5
2021-12-30,Ryde (C),283
2021-12-30,Shellharbour (C),128
2021-12-30,Shoalhaven (C),183
2021-12-30,Singleton (A),49
2021-12-30,Snowy Monaro Regional (A),30
2021-12-30,Snowy Valleys (A),9
2021-12-30,Strathfield (A),252
2021-12-30,Sutherland Shire (A),1353
2021-12-30,Sydney (C),1176
2021-12-30,Tamworth Regional (A),20
2021-12-30,Temora (A),7
2021-12-30,The Hills Shire (A),795
2021-12-30,Tweed (A),61
2021-12-30,Upper Hunter Shire (A),12
2021-12-30,Upper Lachlan Shire (A),10
2021-12-30,Uralla (A),1
2021-12-30,Wagga Wagga (C),40
2021-12-30,Walcha (A),1
2021-12-30,Walgett (A),2
2021-12-30,Warren (A),2
2021-12-30,Warrumbungle Shire (A),14
2021-12-30,Waverley (A),361
2021-12-30,Wentworth (A),2
2021-12-30,Willoughby (C),152
2021-12-30,Wingecarribee (A),56
2021-12-30,Wollondilly (A),74
2021-12-30,Wollongong (C),510
2021-12-30,Woollahra (A),227
2021-12-30,Yass Valley (A),31
2021-12-31,Albury (C),18
2021-12-31,Armidale Regional (A),18
2021-12-31,Ballina (A),57
2021-12-31,Bathurst Regional (A),5
2021-12-31,Bayside (A),597
2021-12-31,Bega Valley (A),29
2021-12-31,Bellingen (A),14
2021-12-31,Berrigan (A),3
2021-12-31,Blacktown (C),1240
2021-12-31,Blayney (A),1
2021-12-31,Blue Mountains (C),102
2021-12-31,Bogan (A),2
2021-12-31,Bourke (A),3
2021-12-31,Brewarrina (A),1
2021-12-31,Broken Hill (C),14
2021-12-31,Burwood (A),70
2021-12-31,Byron (A),152
2021-12-31,Cabonne (A),5
2021-12-31,Camden (A),340
2021-12-31,Campbelltown (C) (NSW),624
2021-12-31,Canada Bay (A),216
2021-12-31,Canterbury-Bankstown (A),1399
2021-12-31,Carrathool (A),9
2021-12-31,Central Coast (C) (NSW),507
2021-12-31,Cessnock (C),55
2021-12-31,Clarence Valley (A),11
2021-12-31,Cobar (A),2
2021-12-31,Coffs Harbour (C),61
2021-12-31,Cootamundra-Gundagai Regional (A),3
2021-12-31,Correctional settings,5
2021-12-31,Cowra (A),2
2021-12-31,Cumberland (A),914
2021-12-31,Dubbo Regional (A),9
2021-12-31,Dungog (A),3
2021-12-31,Edward River (A),2
2021-12-31,Eurobodalla (A),2
2021-12-31,Fairfield (C),705
2021-12-31,Federation (A),5
2021-12-31,Forbes (A),5
2021-12-31,Georges River (A),540
2021-12-31,Gilgandra (A),1
2021-12-31,Glen Innes Severn (A),1
2021-12-31,Goulburn Mulwaree (A),39
2021-12-31,Greater Hume Shire (A),10
2021-12-31,Griffith (C),36
2021-12-31,Gunnedah (A),13
2021-12-31,Gwydir (A),1
2021-12-31,Hawkesbury (C),110
2021-12-31,Hay (A),1
2021-12-31,Hilltops (A),16
2021-12-31,Hornsby (A),195
2021-12-31,Hunters Hill (A),79
2021-12-31,Inner West (A),415
2021-12-31,Inverell (A),2
2021-12-31,Junee (A),8
2021-12-31,Kempsey (A),19
2021-12-31,Kiama (A),50
2021-12-31,Ku-ring-gai (A),264
2021-12-31,Kyogle (A),2
2021-12-31,Lachlan (A),4
2021-12-31,Lake Macquarie (C),350
2021-12-31,Lane Cove (A),117
2021-12-31,Leeton (A),8
2021-12-31,Lismore (C),33
2021-12-31,Lithgow (C),14
2021-12-31,Liverpool (C),954
2021-12-31,Liverpool Plains (A),2
2021-12-31,Lockhart (A),6
2021-12-31,Maitland (C),124
2021-12-31,Mid-Coast (A),131
2021-12-31,Mid-Western Regional (A),4
2021-12-31,Moree Plains (A),32
2021-12-31,Mosman (A),38
2021-12-31,Murray River (A),1
2021-12-31,Murrumbidgee (A),2
2021-12-31,Muswellbrook (A),17
2021-12-31,Nambucca (A),10
2021-12-31,Narrabri (A),43
2021-12-31,Narrandera (A),2
2021-12-31,Newcastle (C),377
2021-12-31,North Sydney (A),92
2021-12-31,Northern Beaches (A),487
2021-12-31,Orange (C),50
2021-12-31,Parkes (A),1
2021-12-31,Parramatta (C),486
2021-12-31,Penrith (C),697
2021-12-31,Port Macquarie-Hastings (A),89
2021-12-31,Port Stephens (A),113
2021-12-31,Queanbeyan-Palerang Regional (A),59
2021-12-31,Randwick (C),613
2021-12-31,Richmond Valley (A),5
2021-12-31,Ryde (C),253
2021-12-31,Shellharbour (C),114
2021-12-31,Shoalhaven (C),108
2021-12-31,Singleton (A),23
2021-12-31,Snowy Monaro Regional (A),15
2021-12-31,Snowy Valleys (A),13
2021-12-31,Strathfield (A),203
2021-12-31,Sutherland Shire (A),817
2021-12-31,Sydney (C),924
2021-12-31,Tamworth Regional (A),62
2021-12-31,Temora (A),3
2021-12-31,Tenterfield (A),1
2021-12-31,The Hills Shire (A),588
2021-12-31,Tweed (A),75
2021-12-31,Upper Hunter Shire (A),15
2021-12-31,Upper Lachlan Shire (A),12
2021-12-31,Uralla (A),2
2021-12-31,Wagga Wagga (C),32
2021-12-31,Walcha (A),9
2021-12-31,Walgett (A),13
2021-12-31,Warrumbungle Shire (A),3
2021-12-31,Waverley (A),344
2021-12-31,Weddin (A),1
2021-12-31,Wentworth (A),2
2021-12-31,Willoughby (C),87
2021-12-31,Wingecarribee (A),125
2021-12-31,Wollondilly (A),69
2021-12-31,Wollongong (C),421
2021-12-31,Woollahra (A),165
2021-12-31,Yass Valley (A),31
2022-01-01,Albury (C),38
2022-01-01,Armidale Regional (A),7
2022-01-01,Ballina (A),63
2022-01-01,Balranald (A),1
2022-01-01,Bathurst Regional (A),9
2022-01-01,Bayside (A),619
2022-01-01,Bega Valley (A),16
2022-01-01,Bellingen (A),5
2022-01-01,Blacktown (C),1243
2022-01-01,Bland (A),1
2022-01-01,Blayney (A),4
2022-01-01,Blue Mountains (C),54
2022-01-01,Bourke (A),3
2022-01-01,Brewarrina (A),1
2022-01-01,Broken Hill (C),9
2022-01-01,Burwood (A),96
2022-01-01,Byron (A),140
2022-01-01,Cabonne (A),6
2022-01-01,Camden (A),392
2022-01-01,Campbelltown (C) (NSW),967
2022-01-01,Canada Bay (A),208
2022-01-01,Canterbury-Bankstown (A),1224
2022-01-01,Central Coast (C) (NSW),479
2022-01-01,Cessnock (C),91
2022-01-01,Clarence Valley (A),56
2022-01-01,Coffs Harbour (C),139
2022-01-01,Coolamon (A),1
2022-01-01,Cootamundra-Gundagai Regional (A),12
2022-01-01,Correctional settings,9
2022-01-01,Cowra (A),3
2022-01-01,Cumberland (A),854
2022-01-01,Dubbo Regional (A),58
2022-01-01,Dungog (A),7
2022-01-01,Edward River (A),4
2022-01-01,Eurobodalla (A),4
2022-01-01,Fairfield (C),860
2022-01-01,Federation (A),6
2022-01-01,Forbes (A),2
2022-01-01,Georges River (A),376
2022-01-01,Gilgandra (A),3
2022-01-01,Glen Innes Severn (A),1
2022-01-01,Goulburn Mulwaree (A),24
2022-01-01,Greater Hume Shire (A),3
2022-01-01,Griffith (C),25
2022-01-01,Gunnedah (A),10
2022-01-01,Hawkesbury (C),82
2022-01-01,Hilltops (A),13
2022-01-01,Hornsby (A),247
2022-01-01,Hotel Quarantine,1
2022-01-01,Hunters Hill (A),89
2022-01-01,Inner West (A),312
2022-01-01,Inverell (A),4
2022-01-01,Junee (A),11
2022-01-01,Kempsey (A),51
2022-01-01,Kiama (A),59
2022-01-01,Ku-ring-gai (A),259
