notification_date,lga_name19,confirmed_cases_count
2021-08-21,Sutherland Shire (A),2
2021-08-21,Sydney (C),10
2021-08-21,The Hills Shire (A),5
2021-08-21,Waverley (A),4
2021-08-21,Woollahra (A),3
2021-08-22,Bayside (A),7
2021-08-22,Blacktown (C),99
2021-08-22,Broken Hill (C),1
2021-08-22,Burwood (A),2
2021-08-22,Camden (A),9
2021-08-22,Campbelltown (C) (NSW),23
2021-08-22,Canada Bay (A),2
2021-08-22,Canterbury-Bankstown (A),119
2021-08-22,Central Coast (C) (NSW),4
2021-08-22,Central Darling (A),12
2021-08-22,Cessnock (C),1
2021-08-22,Correctional settings,4
2021-08-22,Cumberland (A),165
2021-08-22,Dubbo Regional (A),14
2021-08-22,Fairfield (C),56
2021-08-22,Georges River (A),11
2021-08-22,Hawkesbury (C),8
2021-08-22,Hornsby (A),5
2021-08-22,Hunters Hill (A),3
2021-08-22,Inner West (A),9
2021-08-22,Lake Macquarie (C),1
2021-08-22,Lane Cove (A),3
2021-08-22,Liverpool (C),48
2021-08-22,Orange (C),2
2021-08-22,Parkes (A),5
2021-08-22,Parramatta (C),33
2021-08-22,Penrith (C),44
2021-08-22,Randwick (C),11
2021-08-22,Ryde (C),6
2021-08-22,Strathfield (A),9
2021-08-22,Sutherland Shire (A),3
2021-08-22,Sydney (C),8
2021-08-22,The Hills Shire (A),7
2021-08-22,Warren (A),1
2021-08-22,Wollongong (C),4
2021-08-23,Bathurst Regional (A),1
2021-08-23,Bayside (A),10
2021-08-23,Blacktown (C),130
2021-08-23,Blue Mountains (C),2
2021-08-23,Bourke (A),8
2021-08-23,Broken Hill (C),2
2021-08-23,Camden (A),11
2021-08-23,Campbelltown (C) (NSW),20
2021-08-23,Canada Bay (A),1
2021-08-23,Canterbury-Bankstown (A),147
2021-08-23,Central Coast (C) (NSW),1
2021-08-23,Central Darling (A),7
2021-08-23,Cessnock (C),1
2021-08-23,Coonamble (A),1
2021-08-23,Correctional settings,3
2021-08-23,Cumberland (A),160
2021-08-23,Dubbo Regional (A),40
2021-08-23,Fairfield (C),53
2021-08-23,Georges River (A),15
2021-08-23,Gilgandra (A),2
2021-08-23,Hawkesbury (C),6
2021-08-23,Hornsby (A),2
2021-08-23,Hunters Hill (A),1
2021-08-23,Inner West (A),13
2021-08-23,Ku-ring-gai (A),3
2021-08-23,Lane Cove (A),3
2021-08-23,Liverpool (C),58
2021-08-23,Mosman (A),1
2021-08-23,Narromine (A),1
2021-08-23,Newcastle (C),2
2021-08-23,Northern Beaches (A),4
2021-08-23,Orange (C),3
2021-08-23,Parramatta (C),37
2021-08-23,Penrith (C),41
2021-08-23,Randwick (C),9
2021-08-23,Ryde (C),2
2021-08-23,Strathfield (A),4
2021-08-23,Sutherland Shire (A),1
2021-08-23,Sydney (C),11
2021-08-23,The Hills Shire (A),4
2021-08-23,Waverley (A),1
2021-08-23,Wollongong (C),1
2021-08-23,Woollahra (A),2
2021-08-24,Bayside (A),13
2021-08-24,Blacktown (C),123
2021-08-24,Blue Mountains (C),1
2021-08-24,Bourke (A),1
2021-08-24,Broken Hill (C),1
2021-08-24,Burwood (A),2
2021-08-24,Camden (A),17
2021-08-24,Campbelltown (C) (NSW),29
2021-08-24,Canada Bay (A),5
2021-08-24,Canterbury-Bankstown (A),153
2021-08-24,Central Coast (C) (NSW),1
2021-08-24,Central Darling (A),1
2021-08-24,Correctional settings,6
2021-08-24,Cumberland (A),197
2021-08-24,Dubbo Regional (A),28
2021-08-24,Fairfield (C),75
2021-08-24,Georges River (A),11
2021-08-24,Gilgandra (A),1
2021-08-24,Hawkesbury (C),7
2021-08-24,Hornsby (A),1
2021-08-24,Hunters Hill (A),3
2021-08-24,Inner West (A),10
2021-08-24,Ku-ring-gai (A),1
2021-08-24,Lake Macquarie (C),1
2021-08-24,Lane Cove (A),1
2021-08-24,Lithgow (C),1
2021-08-24,Liverpool (C),61
2021-08-24,Mid-Western Regional (A),1
2021-08-24,Northern Beaches (A),2
2021-08-24,Orange (C),3
2021-08-24,Parramatta (C),34
2021-08-24,Penrith (C),63
2021-08-24,Port Stephens (A),1
2021-08-24,Randwick (C),12
2021-08-24,Ryde (C),5
2021-08-24,Shellharbour (C),1
2021-08-24,Strathfield (A),4
2021-08-24,Sutherland Shire (A),6
2021-08-24,Sydney (C),12
2021-08-24,The Hills Shire (A),3
2021-08-24,Waverley (A),2
2021-08-24,Wollondilly (A),1
2021-08-24,Wollongong (C),5
2021-08-25,Bathurst Regional (A),2
2021-08-25,Bayside (A),21
2021-08-25,Blacktown (C),108
2021-08-25,Blue Mountains (C),6
2021-08-25,Bourke (A),6
2021-08-25,Burwood (A),3
2021-08-25,Camden (A),15
2021-08-25,Campbelltown (C) (NSW),33
2021-08-25,Canada Bay (A),10
2021-08-25,Canterbury-Bankstown (A),157
2021-08-25,Central Coast (C) (NSW),2
2021-08-25,Central Darling (A),11
2021-08-25,Correctional settings,3
2021-08-25,Cumberland (A),198
2021-08-25,Dubbo Regional (A),14
2021-08-25,Fairfield (C),69
2021-08-25,Forbes (A),1
2021-08-25,Georges River (A),7
2021-08-25,Hawkesbury (C),7
2021-08-25,Hornsby (A),8
2021-08-25,Inner West (A),14
2021-08-25,Ku-ring-gai (A),2
2021-08-25,Liverpool (C),83
2021-08-25,Narromine (A),1
2021-08-25,North Sydney (A),1
2021-08-25,Northern Beaches (A),2
2021-08-25,Orange (C),2
2021-08-25,Parramatta (C),39
2021-08-25,Penrith (C),60
2021-08-25,Port Stephens (A),1
2021-08-25,Randwick (C),11
2021-08-25,Ryde (C),7
2021-08-25,Shellharbour (C),1
2021-08-25,Strathfield (A),11
2021-08-25,Sutherland Shire (A),3
2021-08-25,Sydney (C),11
2021-08-25,The Hills Shire (A),16
2021-08-25,Waverley (A),2
2021-08-25,Willoughby (C),1
2021-08-25,Wollondilly (A),3
2021-08-25,Wollongong (C),3
2021-08-25,Woollahra (A),2
2021-08-26,Bayside (A),14
2021-08-26,Blacktown (C),120
2021-08-26,Blue Mountains (C),3
2021-08-26,Bourke (A),1
2021-08-26,Brewarrina (A),2
2021-08-26,Camden (A),10
2021-08-26,Campbelltown (C) (NSW),25
2021-08-26,Canada Bay (A),4
2021-08-26,Canterbury-Bankstown (A),165
2021-08-26,Central Coast (C) (NSW),1
2021-08-26,Central Darling (A),3
2021-08-26,Correctional settings,4
2021-08-26,Cumberland (A),204
2021-08-26,Dubbo Regional (A),30
2021-08-26,Fairfield (C),69
2021-08-26,Georges River (A),11
2021-08-26,Hawkesbury (C),7
2021-08-26,Hornsby (A),2
2021-08-26,Hunters Hill (A),1
2021-08-26,Inner West (A),13
2021-08-26,Ku-ring-gai (A),1
2021-08-26,Lane Cove (A),1
2021-08-26,Liverpool (C),77
2021-08-26,Maitland (C),2
2021-08-26,Narromine (A),3
2021-08-26,North Sydney (A),1
2021-08-26,Northern Beaches (A),2
2021-08-26,Orange (C),4
2021-08-26,Parramatta (C),49
2021-08-26,Penrith (C),42
2021-08-26,Randwick (C),8
2021-08-26,Ryde (C),7
2021-08-26,Shellharbour (C),1
2021-08-26,Strathfield (A),10
2021-08-26,Sutherland Shire (A),7
2021-08-26,Sydney (C),21
2021-08-26,The Hills Shire (A),6
2021-08-26,Waverley (A),3
2021-08-26,Willoughby (C),1
2021-08-26,Wollondilly (A),2
2021-08-26,Wollongong (C),3
2021-08-26,Woollahra (A),2
2021-08-27,Bathurst Regional (A),1
2021-08-27,Bayside (A),12
2021-08-27,Blacktown (C),119
2021-08-27,Blue Mountains (C),5
2021-08-27,Bourke (A),7
2021-08-27,Camden (A),21
2021-08-27,Campbelltown (C) (NSW),41
2021-08-27,Canada Bay (A),3
2021-08-27,Canterbury-Bankstown (A),214
2021-08-27,Central Coast (C) (NSW),2
2021-08-27,Central Darling (A),4
2021-08-27,Cessnock (C),1
2021-08-27,Correctional settings,7
2021-08-27,Cumberland (A),238
2021-08-27,Dubbo Regional (A),32
2021-08-27,Fairfield (C),63
2021-08-27,Georges River (A),11
2021-08-27,Hawkesbury (C),3
2021-08-27,Hornsby (A),6
2021-08-27,Inner West (A),10
2021-08-27,Ku-ring-gai (A),1
2021-08-27,Lane Cove (A),1
2021-08-27,Liverpool (C),96
2021-08-27,Maitland (C),2
2021-08-27,Mid-Western Regional (A),1
2021-08-27,Mosman (A),3
2021-08-27,Narromine (A),1
2021-08-27,Newcastle (C),2
2021-08-27,North Sydney (A),1
2021-08-27,Northern Beaches (A),3
2021-08-27,Parramatta (C),32
2021-08-27,Penrith (C),86
2021-08-27,Randwick (C),8
2021-08-27,Ryde (C),18
2021-08-27,Shellharbour (C),5
2021-08-27,Strathfield (A),8
2021-08-27,Sutherland Shire (A),6
2021-08-27,Sydney (C),22
2021-08-27,The Hills Shire (A),15
2021-08-27,Waverley (A),5
2021-08-27,Willoughby (C),2
2021-08-27,Wingecarribee (A),1
2021-08-27,Wollondilly (A),1
2021-08-27,Wollongong (C),4
2021-08-27,Woollahra (A),1
2021-08-28,Bathurst Regional (A),1
2021-08-28,Bayside (A),19
2021-08-28,Blacktown (C),126
2021-08-28,Blayney (A),1
2021-08-28,Blue Mountains (C),3
2021-08-28,Bogan (A),1
2021-08-28,Bourke (A),2
2021-08-28,Brewarrina (A),1
2021-08-28,Camden (A),11
2021-08-28,Campbelltown (C) (NSW),32
2021-08-28,Canada Bay (A),2
2021-08-28,Canterbury-Bankstown (A),230
2021-08-28,Central Coast (C) (NSW),3
2021-08-28,Central Darling (A),9
2021-08-28,Cessnock (C),1
2021-08-28,Correctional settings,16
2021-08-28,Cumberland (A),242
2021-08-28,Dubbo Regional (A),21
2021-08-28,Fairfield (C),75
2021-08-28,Forbes (A),1
2021-08-28,Georges River (A),16
2021-08-28,Hawkesbury (C),3
2021-08-28,Hornsby (A),3
2021-08-28,Hunters Hill (A),3
2021-08-28,Inner West (A),9
2021-08-28,Ku-ring-gai (A),1
2021-08-28,Liverpool (C),88
2021-08-28,Mid-Coast (A),1
2021-08-28,Narromine (A),2
2021-08-28,Newcastle (C),1
2021-08-28,North Sydney (A),2
2021-08-28,Northern Beaches (A),4
2021-08-28,Orange (C),2
2021-08-28,Parramatta (C),37
2021-08-28,Penrith (C),48
2021-08-28,Port Stephens (A),2
2021-08-28,Randwick (C),9
2021-08-28,Ryde (C),8
2021-08-28,Shellharbour (C),6
2021-08-28,Strathfield (A),7
2021-08-28,Sutherland Shire (A),8
2021-08-28,Sydney (C),27
2021-08-28,The Hills Shire (A),7
2021-08-28,Waverley (A),4
2021-08-28,Willoughby (C),4
2021-08-28,Wollondilly (A),1
2021-08-28,Wollongong (C),7
2021-08-28,Woollahra (A),2
2021-08-29,Bathurst Regional (A),8
2021-08-29,Bayside (A),18
2021-08-29,Blacktown (C),135
2021-08-29,Blue Mountains (C),1
2021-08-29,Bourke (A),2
2021-08-29,Brewarrina (A),1
2021-08-29,Broken Hill (C),1
2021-08-29,Burwood (A),1
2021-08-29,Camden (A),20
2021-08-29,Campbelltown (C) (NSW),48
2021-08-29,Canada Bay (A),7
2021-08-29,Canterbury-Bankstown (A),262
2021-08-29,Central Coast (C) (NSW),6
2021-08-29,Central Darling (A),4
2021-08-29,Correctional settings,9
2021-08-29,Cumberland (A),263
2021-08-29,Dubbo Regional (A),33
2021-08-29,Fairfield (C),67
2021-08-29,Forbes (A),1
2021-08-29,Georges River (A),16
2021-08-29,Hawkesbury (C),3
2021-08-29,Hornsby (A),3
2021-08-29,Hunters Hill (A),2
2021-08-29,Inner West (A),10
2021-08-29,Lake Macquarie (C),1
2021-08-29,Lane Cove (A),3
2021-08-29,Liverpool (C),82
2021-08-29,Mid-Western Regional (A),1
2021-08-29,Narromine (A),1
2021-08-29,Northern Beaches (A),3
2021-08-29,Parkes (A),3
2021-08-29,Parramatta (C),41
2021-08-29,Penrith (C),79
2021-08-29,Randwick (C),12
2021-08-29,Ryde (C),8
2021-08-29,Shellharbour (C),1
2021-08-29,Strathfield (A),2
2021-08-29,Sutherland Shire (A),2
2021-08-29,Sydney (C),24
2021-08-29,The Hills Shire (A),3
2021-08-29,Wollondilly (A),5
2021-08-29,Wollongong (C),2
2021-08-29,Woollahra (A),1
2021-08-30,Bathurst Regional (A),2
2021-08-30,Bayside (A),20
2021-08-30,Blacktown (C),124
2021-08-30,Blue Mountains (C),6
2021-08-30,Bourke (A),9
2021-08-30,Burwood (A),1
2021-08-30,Camden (A),21
2021-08-30,Campbelltown (C) (NSW),50
2021-08-30,Canada Bay (A),4
2021-08-30,Canterbury-Bankstown (A),248
2021-08-30,Central Coast (C) (NSW),3
2021-08-30,Central Darling (A),1
2021-08-30,Correctional settings,38
2021-08-30,Cumberland (A),190
2021-08-30,Dubbo Regional (A),31
2021-08-30,Fairfield (C),72
2021-08-30,Georges River (A),20
2021-08-30,Hawkesbury (C),1
2021-08-30,Inner West (A),16
2021-08-30,Ku-ring-gai (A),1
2021-08-30,Lake Macquarie (C),2
2021-08-30,Lane Cove (A),2
2021-08-30,Liverpool (C),68
2021-08-30,Narromine (A),2
2021-08-30,Northern Beaches (A),5
2021-08-30,Orange (C),1
2021-08-30,Parramatta (C),26
2021-08-30,Penrith (C),42
2021-08-30,Port Stephens (A),1
2021-08-30,Queanbeyan-Palerang Regional (A),1
2021-08-30,Randwick (C),10
2021-08-30,Ryde (C),4
2021-08-30,Shellharbour (C),1
2021-08-30,Strathfield (A),9
2021-08-30,Sutherland Shire (A),6
2021-08-30,Sydney (C),16
2021-08-30,The Hills Shire (A),5
2021-08-30,Waverley (A),8
2021-08-30,Willoughby (C),3
2021-08-30,Wingecarribee (A),1
2021-08-30,Wollondilly (A),4
2021-08-30,Wollongong (C),1
2021-08-30,Woollahra (A),2
2021-08-31,Bayside (A),17
2021-08-31,Blacktown (C),125
2021-08-31,Blayney (A),2
2021-08-31,Blue Mountains (C),5
2021-08-31,Bourke (A),3
2021-08-31,Burwood (A),1
2021-08-31,Camden (A),13
2021-08-31,Campbelltown (C) (NSW),36
2021-08-31,Canada Bay (A),5
2021-08-31,Canterbury-Bankstown (A),249
2021-08-31,Central Coast (C) (NSW),4
2021-08-31,Central Darling (A),4
2021-08-31,Correctional settings,5
2021-08-31,Cumberland (A),273
2021-08-31,Dubbo Regional (A),24
2021-08-31,Fairfield (C),83
2021-08-31,Georges River (A),18
2021-08-31,Hawkesbury (C),5
2021-08-31,Hornsby (A),6
2021-08-31,Hunters Hill (A),1
2021-08-31,Inner West (A),21
2021-08-31,Lake Macquarie (C),4
2021-08-31,Lane Cove (A),1
2021-08-31,Liverpool (C),98
2021-08-31,Mid-Western Regional (A),1
2021-08-31,Mosman (A),1
2021-08-31,Narromine (A),1
2021-08-31,Newcastle (C),3
2021-08-31,Northern Beaches (A),7
2021-08-31,Orange (C),1
2021-08-31,Parkes (A),1
2021-08-31,Parramatta (C),39
2021-08-31,Penrith (C),60
2021-08-31,Randwick (C),7
2021-08-31,Ryde (C),10
2021-08-31,Shellharbour (C),3
2021-08-31,Strathfield (A),3
2021-08-31,Sutherland Shire (A),8
2021-08-31,Sydney (C),27
2021-08-31,The Hills Shire (A),15
2021-08-31,Waverley (A),2
2021-08-31,Willoughby (C),1
2021-08-31,Wingecarribee (A),1
2021-08-31,Wollondilly (A),3
2021-08-31,Wollongong (C),9
2021-09-01,Bathurst Regional (A),2
2021-09-01,Bayside (A),17
2021-09-01,Blacktown (C),130
2021-09-01,Blue Mountains (C),2
2021-09-01,Bourke (A),1
2021-09-01,Broken Hill (C),1
2021-09-01,Camden (A),16
2021-09-01,Campbelltown (C) (NSW),55
2021-09-01,Canada Bay (A),13
2021-09-01,Canterbury-Bankstown (A),269
2021-09-01,Central Coast (C) (NSW),7
2021-09-01,Central Darling (A),3
2021-09-01,Correctional settings,18
2021-09-01,Cumberland (A),270
2021-09-01,Dubbo Regional (A),22
2021-09-01,Fairfield (C),65
2021-09-01,Forbes (A),1
2021-09-01,Georges River (A),30
2021-09-01,Hawkesbury (C),7
2021-09-01,Hornsby (A),5
2021-09-01,Inner West (A),18
2021-09-01,Ku-ring-gai (A),1
2021-09-01,Lake Macquarie (C),1
2021-09-01,Lane Cove (A),3
2021-09-01,Liverpool (C),102
2021-09-01,Maitland (C),1
2021-09-01,Newcastle (C),2
2021-09-01,North Sydney (A),1
2021-09-01,Northern Beaches (A),6
2021-09-01,Orange (C),3
2021-09-01,Parramatta (C),51
2021-09-01,Penrith (C),73
2021-09-01,Port Stephens (A),2
2021-09-01,Queanbeyan-Palerang Regional (A),2
2021-09-01,Randwick (C),14
2021-09-01,Ryde (C),3
2021-09-01,Shellharbour (C),8
2021-09-01,Strathfield (A),17
2021-09-01,Sutherland Shire (A),19
2021-09-01,Sydney (C),32
2021-09-01,The Hills Shire (A),9
2021-09-01,Waverley (A),2
2021-09-01,Willoughby (C),2
2021-09-01,Wingecarribee (A),1
2021-09-01,Wollondilly (A),3
2021-09-01,Wollongong (C),15
2021-09-01,Woollahra (A),2
2021-09-02,Bathurst Regional (A),5
2021-09-02,Bayside (A),32
2021-09-02,Blacktown (C),122
2021-09-02,Blue Mountains (C),5
2021-09-02,Bourke (A),15
2021-09-02,Burwood (A),7
2021-09-02,Camden (A),28
2021-09-02,Campbelltown (C) (NSW),35
2021-09-02,Canada Bay (A),7
2021-09-02,Canterbury-Bankstown (A),241
2021-09-02,Central Coast (C) (NSW),9
2021-09-02,Central Darling (A),13
2021-09-02,Correctional settings,12
2021-09-02,Cumberland (A),245
2021-09-02,Dubbo Regional (A),29
2021-09-02,Fairfield (C),112
2021-09-02,Georges River (A),30
2021-09-02,Gilgandra (A),1
2021-09-02,Hawkesbury (C),11
2021-09-02,Hornsby (A),3
2021-09-02,Hunters Hill (A),1
2021-09-02,Inner West (A),25
2021-09-02,Lane Cove (A),4
2021-09-02,Liverpool (C),116
2021-09-02,Maitland (C),2
2021-09-02,Mosman (A),1
2021-09-02,Narromine (A),1
2021-09-02,North Sydney (A),4
2021-09-02,Northern Beaches (A),7
2021-09-02,Orange (C),2
2021-09-02,Parramatta (C),45
2021-09-02,Penrith (C),75
2021-09-02,Port Stephens (A),6
2021-09-02,Randwick (C),16
2021-09-02,Ryde (C),7
2021-09-02,Shellharbour (C),1
2021-09-02,Shoalhaven (C),2
2021-09-02,Strathfield (A),14
2021-09-02,Sutherland Shire (A),10
2021-09-02,Sydney (C),30
2021-09-02,The Hills Shire (A),13
2021-09-02,Upper Hunter Shire (A),1
2021-09-02,Waverley (A),5
2021-09-02,Wentworth (A),1
2021-09-02,Wollondilly (A),5
2021-09-02,Wollongong (C),7
2021-09-02,Woollahra (A),2
2021-09-03,Bathurst Regional (A),3
2021-09-03,Bayside (A),29
2021-09-03,Blacktown (C),192
2021-09-03,Blue Mountains (C),3
2021-09-03,Bourke (A),4
2021-09-03,Broken Hill (C),1
2021-09-03,Burwood (A),3
2021-09-03,Camden (A),18
2021-09-03,Campbelltown (C) (NSW),55
2021-09-03,Canada Bay (A),13
2021-09-03,Canterbury-Bankstown (A),292
2021-09-03,Central Coast (C) (NSW),12
2021-09-03,Central Darling (A),2
2021-09-03,Correctional settings,11
2021-09-03,Cumberland (A),248
2021-09-03,Dubbo Regional (A),23
2021-09-03,Dungog (A),1
2021-09-03,Fairfield (C),114
2021-09-03,Georges River (A),26
2021-09-03,Hawkesbury (C),16
2021-09-03,Hornsby (A),7
2021-09-03,Inner West (A),23
2021-09-03,Lake Macquarie (C),1
2021-09-03,Lane Cove (A),1
2021-09-03,Lithgow (C),1
2021-09-03,Liverpool (C),129
2021-09-03,Newcastle (C),1
2021-09-03,North Sydney (A),2
2021-09-03,Northern Beaches (A),15
2021-09-03,Orange (C),1
2021-09-03,Parramatta (C),47
2021-09-03,Penrith (C),76
2021-09-03,Port Macquarie-Hastings (A),1
2021-09-03,Port Stephens (A),8
2021-09-03,Randwick (C),18
2021-09-03,Ryde (C),8
2021-09-03,Shellharbour (C),3
2021-09-03,Shoalhaven (C),2
2021-09-03,Strathfield (A),8
2021-09-03,Sutherland Shire (A),18
2021-09-03,Sydney (C),48
2021-09-03,The Hills Shire (A),14
2021-09-03,Warren (A),1
2021-09-03,Waverley (A),2
2021-09-03,Willoughby (C),1
2021-09-03,Wollongong (C),13
2021-09-03,Woollahra (A),3
2021-09-04,Balranald (A),1
2021-09-04,Bayside (A),29
2021-09-04,Blacktown (C),149
2021-09-04,Blayney (A),2
2021-09-04,Blue Mountains (C),7
2021-09-04,Bourke (A),3
2021-09-04,Broken Hill (C),1
2021-09-04,Burwood (A),4
2021-09-04,Cabonne (A),1
2021-09-04,Camden (A),14
2021-09-04,Campbelltown (C) (NSW),44
2021-09-04,Canada Bay (A),10
2021-09-04,Canterbury-Bankstown (A),218
2021-09-04,Central Coast (C) (NSW),5
2021-09-04,Central Darling (A),1
2021-09-04,Cessnock (C),1
2021-09-04,Correctional settings,10
2021-09-04,Cumberland (A),189
2021-09-04,Dubbo Regional (A),20
2021-09-04,Fairfield (C),63
2021-09-04,Georges River (A),21
2021-09-04,Hawkesbury (C),11
2021-09-04,Hornsby (A),3
2021-09-04,Inner West (A),17
2021-09-04,Ku-ring-gai (A),2
2021-09-04,Lake Macquarie (C),1
2021-09-04,Liverpool (C),124
2021-09-04,Maitland (C),2
2021-09-04,Narromine (A),1
2021-09-04,Northern Beaches (A),6
2021-09-04,Orange (C),2
2021-09-04,Parramatta (C),53
2021-09-04,Penrith (C),58
2021-09-04,Port Stephens (A),6
2021-09-04,Randwick (C),13
2021-09-04,Ryde (C),9
2021-09-04,Shellharbour (C),5
2021-09-04,Shoalhaven (C),3
2021-09-04,Strathfield (A),15
2021-09-04,Sutherland Shire (A),16
2021-09-04,Sydney (C),42
2021-09-04,The Hills Shire (A),7
2021-09-04,Upper Hunter Shire (A),1
2021-09-04,Waverley (A),3
2021-09-04,Wingecarribee (A),1
2021-09-04,Wollondilly (A),3
2021-09-04,Wollongong (C),6
2021-09-04,Woollahra (A),4
2021-09-05,Bayside (A),27
2021-09-05,Blacktown (C),112
2021-09-05,Bourke (A),10
2021-09-05,Broken Hill (C),4
2021-09-05,Burwood (A),3
2021-09-05,Camden (A),24
2021-09-05,Campbelltown (C) (NSW),43
2021-09-05,Canada Bay (A),6
2021-09-05,Canterbury-Bankstown (A),276
2021-09-05,Central Coast (C) (NSW),9
2021-09-05,Central Darling (A),2
2021-09-05,Correctional settings,10
2021-09-05,Cumberland (A),180
2021-09-05,Dubbo Regional (A),24
2021-09-05,Eurobodalla (A),1
2021-09-05,Fairfield (C),69
2021-09-05,Georges River (A),21
2021-09-05,Goulburn Mulwaree (A),2
2021-09-05,Hawkesbury (C),8
2021-09-05,Hornsby (A),5
2021-09-05,Hunters Hill (A),1
2021-09-05,Inner West (A),13
2021-09-05,Ku-ring-gai (A),2
2021-09-05,Lake Macquarie (C),3
2021-09-05,Liverpool (C),101
2021-09-05,Maitland (C),2
2021-09-05,Narromine (A),1
2021-09-05,Newcastle (C),1
2021-09-05,Northern Beaches (A),1
2021-09-05,Orange (C),2
2021-09-05,Parramatta (C),31
2021-09-05,Penrith (C),40
2021-09-05,Port Stephens (A),3
2021-09-05,Queanbeyan-Palerang Regional (A),3
2021-09-05,Randwick (C),29
2021-09-05,Ryde (C),8
2021-09-05,Shellharbour (C),3
2021-09-05,Shoalhaven (C),5
2021-09-05,Snowy Monaro Regional (A),1
2021-09-05,Strathfield (A),13
2021-09-05,Sutherland Shire (A),9
2021-09-05,Sydney (C),46
2021-09-05,The Hills Shire (A),9
2021-09-05,Waverley (A),3
2021-09-05,Willoughby (C),1
2021-09-05,Wingecarribee (A),1
2021-09-05,Wollondilly (A),2
2021-09-05,Wollongong (C),7
2021-09-05,Woollahra (A),2
2021-09-06,Bathurst Regional (A),1
2021-09-06,Bayside (A),25
2021-09-06,Blacktown (C),117
2021-09-06,Blue Mountains (C),2
2021-09-06,Bourke (A),1
2021-09-06,Broken Hill (C),2
2021-09-06,Burwood (A),3
2021-09-06,Camden (A),18
2021-09-06,Campbelltown (C) (NSW),32
2021-09-06,Canada Bay (A),7
2021-09-06,Canterbury-Bankstown (A),263
2021-09-06,Central Coast (C) (NSW),21
2021-09-06,Central Darling (A),2
2021-09-06,Correctional settings,8
2021-09-06,Cumberland (A),215
2021-09-06,Dubbo Regional (A),22
2021-09-06,Fairfield (C),59
2021-09-06,Georges River (A),23
2021-09-06,Hawkesbury (C),12
2021-09-06,Hornsby (A),3
2021-09-06,Inner West (A),16
2021-09-06,Ku-ring-gai (A),3
2021-09-06,Lake Macquarie (C),2
2021-09-06,Lane Cove (A),2
2021-09-06,Liverpool (C),105
2021-09-06,Maitland (C),1
2021-09-06,Mid-Coast (A),1
2021-09-06,Mid-Western Regional (A),1
2021-09-06,Narromine (A),3
2021-09-06,Newcastle (C),2
2021-09-06,North Sydney (A),1
2021-09-06,Northern Beaches (A),6
2021-09-06,Orange (C),1
2021-09-06,Parramatta (C),54
2021-09-06,Penrith (C),70
2021-09-06,Randwick (C),17
2021-09-06,Ryde (C),7
2021-09-06,Shellharbour (C),3
2021-09-06,Strathfield (A),18
2021-09-06,Sutherland Shire (A),14
2021-09-06,Sydney (C),56
2021-09-06,The Hills Shire (A),10
2021-09-06,Walgett (A),2
2021-09-06,Waverley (A),6
2021-09-06,Wingecarribee (A),6
2021-09-06,Wollondilly (A),1
2021-09-06,Wollongong (C),24
2021-09-06,Woollahra (A),2
2021-09-07,Bathurst Regional (A),2
2021-09-07,Bayside (A),30
2021-09-07,Blacktown (C),155
2021-09-07,Blue Mountains (C),6
2021-09-07,Bourke (A),6
2021-09-07,Broken Hill (C),3
2021-09-07,Burwood (A),6
2021-09-07,Camden (A),19
2021-09-07,Campbelltown (C) (NSW),35
2021-09-07,Canada Bay (A),8
2021-09-07,Canterbury-Bankstown (A),265
2021-09-07,Central Coast (C) (NSW),20
2021-09-07,Central Darling (A),7
2021-09-07,Correctional settings,19
2021-09-07,Cumberland (A),204
2021-09-07,Dubbo Regional (A),13
2021-09-07,Eurobodalla (A),1
2021-09-07,Fairfield (C),89
2021-09-07,Georges River (A),26
2021-09-07,Hawkesbury (C),9
2021-09-07,Hornsby (A),2
2021-09-07,Hunters Hill (A),3
2021-09-07,Inner West (A),19
2021-09-07,Ku-ring-gai (A),2
2021-09-07,Lake Macquarie (C),5
2021-09-07,Liverpool (C),140
2021-09-07,Mid-Western Regional (A),1
2021-09-07,Newcastle (C),4
2021-09-07,North Sydney (A),3
2021-09-07,Northern Beaches (A),8
2021-09-07,Parramatta (C),53
2021-09-07,Penrith (C),53
2021-09-07,Port Stephens (A),4
2021-09-07,Randwick (C),19
2021-09-07,Ryde (C),10
2021-09-07,Shellharbour (C),6
2021-09-07,Shoalhaven (C),3
2021-09-07,Strathfield (A),23
2021-09-07,Sutherland Shire (A),17
2021-09-07,Sydney (C),58
2021-09-07,The Hills Shire (A),20
2021-09-07,Waverley (A),2
2021-09-07,Willoughby (C),1
2021-09-07,Wollondilly (A),3
2021-09-07,Wollongong (C),13
2021-09-07,Woollahra (A),5
2021-09-08,Bathurst Regional (A),1
2021-09-08,Bayside (A),29
2021-09-08,Blacktown (C),128
2021-09-08,Blue Mountains (C),5
2021-09-08,Broken Hill (C),1
2021-09-08,Burwood (A),4
2021-09-08,Camden (A),20
2021-09-08,Campbelltown (C) (NSW),35
2021-09-08,Canada Bay (A),9
2021-09-08,Canterbury-Bankstown (A),303
2021-09-08,Central Coast (C) (NSW),21
2021-09-08,Central Darling (A),2
2021-09-08,Cessnock (C),3
2021-09-08,Coffs Harbour (C),1
2021-09-08,Correctional settings,18
2021-09-08,Cumberland (A),195
2021-09-08,Dubbo Regional (A),20
2021-09-08,Eurobodalla (A),1
2021-09-08,Fairfield (C),67
2021-09-08,Georges River (A),26
